STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20210415-1015-rwhiteash,Brush_Creek,39.86608683,-78.90373808,02070002,North_Branch_Potomac,0207000205,020700020501,Brush_Creek,Somerset,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",90.7645,NA,33,21,18,5,12,31,35,2.87,2.87,67.9,0,18,18,16,18,20,13,18,15,15,18,20,20,209,4.1,<25_standardizations,90.82503874,59.51110978,67.65748763,33,18,31,2.867346939,2.870904194,67.85714286,196,20,8,9,0.487179487,2.51349395,21.53846154,195,20,13,18,3.482051282,2.51349395,51.79487179,195,20210415-1015-rwhiteash_Watersh,5.768581081,79.90709459,14.29054054,0.033783784,NA
20210415-1030-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.28961432,-78.39623513,02050202,Sinnemahoning,0205020203,020502020305,Middle_Bennett_Branch_Sinnemahoning_Creek,Elk,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",NA,97.189,30,22,18,6,10,28,33,2.7,2.68,61.8,1.4,17,16,13,17,16,16,17,18,16,17,17,16,196,167,>50_std,74.26707924,58.27597355,63.39306517,30,18,28,2.702830189,0.662597246,61.79245283,212,21,8,12,0.23923445,2.209591807,12.44019139,209,21,11,12,3.392344498,2.209591807,57.89473684,209,20210415-1030-jbrancato_Watersh,4.386379085,90.75528836,3.44389676,1.414435793,NA
20210415-1030-smeans,Unnamed__Tributary_to_Norris_Brook,41.82332222,-77.28024206,02050104,Tioga,0205010406,020501040601,Catlin_Hollow,Tioga,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",65.2525,NA,25,16,13,3,9,16,22,4.12,2.3,44.2,1.9,13,13,12,15,15,13,17,16,12,13,17,16,172,13.5,<25_standardizations,51.86466493,47.33835117,53.96409915,25,13,16,4.115384615,0,44.23076923,208,19,4,6,1.93236715,2.054625437,15.4589372,207,19,8,10,4.236714976,2.054625437,46.37681159,207,20210415-1030-smeans_Watershed_,7.150579539,55.29379227,36.09483821,1.460789983,NA
20210415-1035-dushull,Yellow_Breeches_Creek,40.04448682,-77.42176876,02050305,Lower_Susquehanna-Swatara,0205030505,020503050501,Headwaters_Yellow_Breeches_Creek,Cumberland,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",53.4,NA,14,7,7,3,0,14,15,3.3,1.94,45.5,0.5,17,18,14,17,20,19,20,20,20,20,18,16,219,3.6,<25_standardizations,53.43924153,48.93046896,47.31201089,14,7,14,3.295774648,1.943869328,45.5399061,213,11,5,6,0.687203791,1.783776593,34.5971564,211,11,6,12,3.682464455,1.783776593,39.81042654,211,20210415-1035-dushull_Watershed,4.451038576,95.44574894,0.103212489,0,NA
20210415-1110-dushull,Unnamed__Tributary_to_Yellow_Breeches_Creek,40.05639615,-77.40761459,2050305,Lower_Susquehanna-Swatara,0205030505,020503050501,Headwaters_Yellow_Breeches_Creek,Cumberland,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",66.4171,NA,23,11,10,5,3,18,23,3.19,2.23,56.5,1.4,20,18,17,18,20,19,20,20,17,20,20,20,229,3.5,<25_standardizations,53.40909408,53.45419029,52.3755559,23,10,18,3.194444444,0,56.48148148,216,17,7,6,0.724299065,2.053179121,25.70093458,214,17,11,13,4.495327103,2.053179121,26.1682243,214,20210415-1110-dushull_Watershed,3.511852502,96.40035119,0.043898156,0.043898156,NA
20210415-1115-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.28015857,-78.44780647,02050202,Sinnemahoning,0205020203,020502020305,Middle_Bennett_Branch_Sinnemahoning_Creek,Elk,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",NA,74.041,30,16,12,7,4,16,23,4.61,2.71,18.3,11.7,16,17,12,17,18,13,17,18,17,18,18,17,198,134.1,>50_std,57.21696096,63.83595751,53.06504187,30,12,16,4.610328638,1.68751262,18.30985915,213,23,8,9,0.360576923,2.443298987,36.53846154,208,23,10,10,4.961538462,2.443298987,18.75,208,20210415-1115-jbrancato_Watersh,4.55027591,89.87299713,4.137497412,1.439229548,NA
20210415-1215-dushull,Unnamed__Tributary_to_Yellow_Breeches_Creek,40.08628316,-77.27189558,2050305,Lower_Susquehanna-Swatara,0205030505,020503050502,Upper_Yellow_Breeches_Creek,Cumberland,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",63.9571,NA,19,8,7,4,0,14,16,2.74,1.97,79.5,0.5,16,18,15,18,18,19,18,20,15,18,18,17,210,1.8,<25_standardizations,52.48640944,59.38873947,52.13492813,19,7,14,2.736585366,0,79.51219512,205,16,8,9,0.049019608,1.754513226,49.01960784,204,16,7,12,3.745098039,1.754513226,48.52941176,204,20210415-1215-dushull_Watershed,0.637755102,99.3622449,0,0,NA
20210415-1230-efilip,Valley_Creek,40.02584344,-75.63143051,02040205,Brandywine-Christina,0204020501,020402050104,Valley_Creek,Chester,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",21.966,NA,13,4,1,3,1,1,5,5.87,0.93,0.9,0.5,10,15,9,13,13,7,12,18,4,15,9,9,134,5.5,<25_standardizations,16.54330733,24.9903145,20.68141364,13,1,1,5.874418605,0,0.930232558,215,12,1,0,3.930232558,0.910074611,1.395348837,215,12,1,0,5.893023256,0.910074611,0,215,20210415-1230-efilip_Watershed_,56.31299577,21.97769428,20.14075267,1.568557285,NA
20210415-1430-efilip,Valley_Creek,40.0299776,-75.62256238,2040205,Brandywine-Christina,0204020501,020402050104,Valley_Creek,Chester,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",32.882,NA,21,7,3,5,1,4,10,5.59,1.42,2.8,1.9,8,13,7,13,12,6,12,18,7,16,7,8,127,5.4,<25_standardizations,24.65455348,33.57437072,29.69252639,21,3,4,5.564814815,0,2.777777778,216,16,4,0,3.403755869,1.19217427,7.511737089,213,16,4,4,5.605633803,1.19217427,1.877934272,213,20210415-1430-efilip_Watershed_,51.60924751,22.3859172,24.4258084,1.579026896,NA
20210415-1510-efilip,Valley_Creek,40.03105163,-75.62051245,02040205,Brandywine-Christina,0204020501,020402050104,Valley_Creek,Chester,2021,4,15,Freestone,"6-Dframe_Composite,_200_subsample",24.3105,NA,15,4,1,3,1,0,3,5.8,1.24,0,2.8,11,15,9,13,13,8,14,17,7,10,7,7,131,3.9,<25_standardizations,16.81921548,28.35990111,22.34231634,14,1,0,5.807511737,0.043832347,0,213,12,1,0,3.466981132,1.164609594,6.132075472,212,12,1,0,5.806603774,1.164609594,0,212,20210415-1510-efilip_WatershedL,48.26738965,23.62111328,27.02702703,1.08447005,NA
20210419-0703-mshank,Unnamed__Tributary_to_Penns_Creek,40.84980609,-77.42534023,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",89.0325,NA,29,19,16,6,6,33,33,2.07,2.48,76.7,0,19,18,7,19,15,12,19,20,17,19,19,17,201,2.4,<25_standardizations,74.57788978,62.69264079,71.32679426,29,16,33,2.074257426,0,76.73267327,202,24,9,15,0.123762376,2.292619358,12.37623762,202,24,13,17,2.712871287,2.292619358,60.89108911,202,20210419-0703-mshank_Watershed_,4.748283753,93.79290618,1.458810069,0,NA
20210419-0725-twertz,Unnamed__Tributary_to_Penns_Creek,40.85107353,-77.42297205,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",95.4136,NA,33,21,18,6,9,43,38,2.36,2.66,76.5,0,18,19,17,18,20,19,20,18,15,16,19,20,219,2.4,<25_standardizations,82.10395918,60.38538862,67.51534988,33,18,43,2.357843137,0,76.47058824,204,23,9,12,0.39408867,2.239853435,14.28571429,203,23,13,22,3.650246305,2.239853435,44.33497537,203,20210419-0725-twertz_Watershed_,3.566591422,95.04890895,1.264108352,0.120391272,NA
20210419-0821-twertz,Bear_Run,40.89921383,-77.27132982,2050301,Lower_Susquehanna-Penns,0205030104,020503010404,Laurel_Run,Union,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",96.8735,NA,31,24,20,7,10,43,39,2.21,2.85,77.4,0,20,20,17,20,19,18,20,20,19,20,18,18,229,3.3,<25_standardizations,83.33224244,68.58437153,74.74300849,31,20,43,2.20754717,0,77.35849057,212,23,12,15,0.518867925,2.602901153,26.41509434,212,23,17,23,3.174528302,2.602901153,45.28301887,212,20210419-0821-twertz_Watershed_,3.252983852,96.58319682,0.163819331,0,NA
20210419-0900-MifflinCCD,Kishacoquillas_Creek,40.55618482,-77.78092804,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",19.9528,NA,10,2,2,0,2,3,5,7.76,1.21,0.9,49.8,8,8,7,5,8,8,6,16,4,10,6,2,88,5,<25_standardizations,12.89024039,27.03053581,16.33114619,10,2,3,7.764444444,0,0.888888889,225,8,0,0,1.940639269,1.102964603,0,219,8,1,1,7.831050228,1.102964603,0.456621005,219,20210419-0900-MifflinCCD_Waters,7.362465062,41.20935306,51.42818188,0,NA
20210419-0923-twertz,Cherry_Run,40.86904269,-77.33750236,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",88.9741,NA,26,18,16,3,9,35,34,2.26,2.66,76.3,0,20,20,19,20,19,19,20,20,19,19,19,19,233,2.8,<25_standardizations,73.48190673,56.91541538,61.4887344,26,16,35,2.255924171,0,76.30331754,211,18,7,12,0.331753555,2.327019334,15.16587678,211,18,11,19,3.672985782,2.327019334,39.81042654,211,20210419-0923-twertz_Watershed_,4.340168575,95.63467103,0.025160398,0,NA
20210419-0930-jagrassi,Leisure_Run,41.02038178,-79.33158739,05010006,Middle_Allegheny-Redbank,0501000605,050100060502,Middle_Redbank_Creek,Clarion,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",31.5561,NA,16,7,4,4,2,6,8,5.67,1.38,2,0,14,10,10,11,13,10,10,13,5,10,10,10,126,5.2,<25_standardizations,23.49797803,32.43765002,29.5675131,16,4,6,5.673170732,0,1.951219512,205,13,3,3,3.308823529,1.319659001,2.450980392,204,13,4,6,5.725490196,1.319659001,1.960784314,204,20210419-0930-jagrassi_Watershe,7.135658133,67.33857421,25.05543237,0.470335282,NA
20210419-1020-jadetweile,Minnow_Run,40.09884587,-79.37725476,05020006,Youghiogheny,0502000608,050200060802,Champion_Creek-Indian_Creek,Westmoreland,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",1.7573,NA,2,0,0,0,0,0,0,9.92,0.1,0,97.9,12,18,17,17,13,13,12,17,9,16,6,13,163,1.1,<25_standardizations,1.178722634,21.93299966,1.761637932,2,0,0,9.917948718,0,0,195,2,0,0,0.102564103,0.100028265,0,195,2,0,0,9.917948718,0.100028265,0,195,20210419-1020-jadetweile_Waters,39.13043478,46.85990338,14.00966184,0,NA
20210419-1030-jagrassi,Leisure_Run,41.00780484,-79.32859437,05010006,Middle_Allegheny-Redbank,0501000605,050100060502,Middle_Redbank_Creek,Clarion,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",37.1141,NA,19,9,4,5,3,3,8,5.4,1.92,10.4,0.5,15,10,10,13,13,12,10,13,14,14,14,15,153,6.6,<25_standardizations,25.92844205,38.82187843,31.9248371,19,4,3,5.396226415,0,10.37735849,212,13,4,0,2.428571429,1.811708136,13.33333333,210,13,3,2,5.419047619,1.811708136,9.523809524,210,20210419-1030-jagrassi_Watershe,6.89335731,67.44046646,25.28472563,0.381450602,NA
20210419-1030-smeans,Onion_Run,41.32143457,-77.93218254,02050203,Middle_West_Branch_Susquehanna,0205020302,020502030201,Cooks_Run,Clinton,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",70.8246,NA,16,11,11,3,3,23,20,0.91,1.66,94,0.5,11,7,14,9,18,17,19,9,19,16,15,13,167,0.6,<25_standardizations,65.02620593,64.41411827,70.81799267,16,11,23,0.911627907,0,93.95348837,215,15,7,12,0.210280374,1.639736588,79.90654206,214,15,10,21,0.878504673,1.639736588,85.98130841,214,20210419-1030-smeans_Watershed_,4.408352668,94.66357309,0.928074246,0,NA
20210419-1055-jadetweile,Minnow_Run,40.09940449,-79.37804776,05020006,Youghiogheny,0502000608,050200060802,Champion_Creek-Indian_Creek,Westmoreland,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",28.5288,NA,16,6,6,2,0,7,10,8.16,1.21,6.5,61.7,7,14,14,15,13,7,17,18,9,13,15,15,157,1.1,<25_standardizations,28.53591284,41.97883038,27.6813794,16,6,7,8.15920398,1.212031858,6.467661692,201,14,6,9,1.407035176,1.158284065,6.532663317,199,14,6,8,8.150753769,1.158284065,6.532663317,199,20210419-1055-jadetweile_Waters,37.07802988,48.92086331,14.00110681,0,NA
20210419-1100-MifflinCCD,Kishacoquillas_Creek,40.56517906,-77.76981067,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",22.4715,NA,11,2,1,0,2,2,4,6.3,1.28,0.5,31.6,14,14,13,14,15,13,12,16,15,14,15,11,166,10.5,<25_standardizations,21.64963174,38.61071752,20.55906523,10,1,2,6.323671498,1.23454561,0.483091787,207,9,0,0,1.140776699,1.209808941,44.66019417,206,9,1,1,6.325242718,1.209808941,0.485436893,206,20210419-1100-MifflinCCD_Waters,2.941176471,0,97.05882353,0,NA
20210419-1155-mshank,Panther_Run,40.82846104,-77.41701994,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",70.6305,NA,17,12,11,6,1,20,20,2.35,2.06,80.6,0.5,19,20,16,20,20,19,20,18,19,20,20,20,231,2.5,<25_standardizations,70.62061938,65.95894825,64.52598993,17,11,20,2.35483871,2.058509642,80.64516129,217,17,10,12,0.852534562,2.058509642,63.59447005,217,17,10,18,2.520737327,2.058509642,60.36866359,217,20210419-1155-mshank_Watershed_,1.99092373,96.8818621,0.146391451,0.98082272,NA
20210419-1248-mshank,Rock_Run,40.81627036,-77.41642957,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",78.7663,NA,23,15,14,5,6,24,26,2.2,2.31,75.3,0.5,20,20,15,20,20,17,18,19,20,20,20,20,229,1.6,<25_standardizations,78.76573794,57.14317577,68.06515213,23,14,24,2.196347032,2.307164001,75.34246575,219,18,8,9,0.504587156,2.146180238,25.68807339,218,18,12,17,2.743119266,2.146180238,68.80733945,218,20210419-1248-mshank_Watershed_,0.902884827,99.03105043,0,0.066064743,NA
20210419-1312-mshank,Swift_Run,40.81566939,-77.4196113,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",87.484,NA,26,18,16,3,7,29,29,1.8,2.59,80.3,0.5,16,18,16,18,18,17,20,19,19,20,20,16,217,1.2,<25_standardizations,87.66629577,61.47531535,70.45925431,26,16,29,1.802884615,2.590973436,80.28846154,208,19,8,15,0.288461538,2.428579004,21.15384615,208,19,12,18,2.509615385,2.428579004,65.38461538,208,20210419-1312-mshank_Watershed_,5.061834915,93.96031061,0.977854472,0,NA
20210419-1330-MifflinCCD,Kishacoquillas_Creek,40.58100955,-77.75823059,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",33.209,NA,18,5,1,3,2,2,4,5.17,2.07,1.9,6.2,14,15,13,15,15,11,16,16,13,13,13,14,168,13.3,<25_standardizations,33.20299795,43.5566837,30.77164438,18,1,2,5.166666667,2.067632887,1.904761905,210,16,1,0,1.568627451,1.935143958,30.39215686,204,16,1,1,5.274509804,1.935143958,1.960784314,204,20210419-1330-MifflinCCD_Waters,7.437070938,39.76637752,52.79122984,0.005321697,NA
20210419-1500-MifflinCCD,Kishacoquillas_Creek,40.58979387,-77.74498606,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,19,Freestone,"6-Dframe_Composite,_200_subsample",38.259,NA,22,6,3,2,4,3,10,5.33,2.27,1.9,6.7,14,14,11,14,15,9,14,15,12,14,15,10,157,13.3,<25_standardizations,35.75156152,41.0338936,30.98383872,21,2,1,5.347826087,2.249005763,1.449275362,207,16,0,0,1.747572816,2.021594822,21.3592233,206,16,1,1,5.461165049,2.021594822,2.427184466,206,20210419-1500-MifflinCCD_Waters,7.559893523,37.88819876,54.54683737,0.005070351,NA
20210420-0900-MifflinCCD,Unnamed__Tributary_to_Kishacoquillas_Creek,40.59003983,-77.74066671,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",31.7548,NA,18,3,2,2,1,2,6,6.19,2.05,1.3,20,11,12,10,13,12,12,15,16,10,15,13,9,148,2.2,<25_standardizations,31.72017902,37.68435855,27.7514125,18,2,2,6.191666667,2.046283339,1.25,240,15,2,0,1.736401674,1.83812412,3.347280335,239,15,2,1,6.50209205,1.83812412,0.418410042,239,20210420-0900-MifflinCCD_Waters,7.92614696,38.23200298,53.84185006,0,NA
20210420-1015-MifflinCCD,Little_Kishacoquillas_Creek,40.60300373,-77.72510417,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",41.9285,NA,24,8,6,4,4,4,13,5.34,2.22,1.4,2.8,15,15,13,15,11,12,15,16,10,16,15,13,166,12.2,<25_standardizations,41.91110494,37.81710874,33.33231942,24,6,4,5.341013825,2.217946806,1.382488479,217,17,2,0,2.101449275,1.864194508,1.93236715,207,17,4,2,5.657004831,1.864194508,2.898550725,207,20210420-1015-MifflinCCD_Waters,13.03819215,35.95348223,50.99246729,0.015858332,NA
20210420-1115-jbrancato,Driftwood_Branch_Sinnemahoning_Creek,41.35871495,-78.13501383,02050202,Sinnemahoning,0205020202,020502020207,Driftwood_Branch_Sinnemahoning_Creek-Sinnemahoning_Creek,Cameron,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",NA,79.2788,20,14,13,3,8,17,22,2.9,2.26,49.1,0,18,18,18,18,15,17,17,18,16,17,17,15,204,313.1,>50_std,66.44081243,46.64248427,52.63453329,20,13,17,2.899122807,2.264844422,49.12280702,228,15,5,6,0.088105727,1.855097872,4.405286344,227,15,9,9,3.832599119,1.855097872,49.33920705,227,20210420-1115-jbrancato_Watersh,3.764296293,92.65626616,2.490971631,1.088465914,NA
20210420-1130-jadetweile,Brush_Creek,40.34225671,-79.72468157,05020005,Lower_Monongahela,0502000507,050200050702,Brush_Creek,Westmoreland,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",1.442,1.521,2,0,0,0,0,0,0,9.96,0.06,0,99,8,9,10,14,16,9,18,15,7,6,9,9,130,45.9,<25_standardizations,1.416911376,21.78363509,1.416911376,2,0,0,9.960199005,0.055772796,0,201,2,0,0,0.049751244,0.055772796,0,201,2,0,0,9.960199005,0.055772796,0,201,20210420-1130-jadetweile_Waters,45.47164782,36.77824746,17.68231844,0.067786283,NA
20210420-1130-MifflinCCD,Kishacoquillas_Creek,40.60073536,-77.72435731,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",45.3361,50.6268,26,11,7,4,7,5,14,5.42,2.4,2.4,6.7,14,14,12,10,15,12,7,16,15,15,15,12,157,29.7,<25_standardizations,45.36618033,41.44738332,36.39550429,26,7,5,5.416267943,2.404073638,2.392344498,209,19,2,0,1.791044776,2.000332895,7.960199005,201,19,4,3,5.552238806,2.000332895,5.970149254,201,20210420-1130-MifflinCCD_Waters,10.13776756,35.90405558,53.94878896,0.009387908,NA
20210420-1330-MifflinCCD,Kishacoquillas_Creek,40.60537235,-77.70194182,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",41.5138,46.0676,24,7,4,3,4,4,12,5.24,2.33,3.9,4.4,15,15,12,10,15,12,10,16,11,15,14,12,157,31.5,<25_standardizations,41.53737549,39.77212242,34.61407356,24,4,4,5.240196078,2.333375882,3.921568627,204,17,1,0,1.725,2.045926058,7,200,17,3,1,5.35,2.045926058,7.5,200,20210420-1330-MifflinCCD_Waters,11.0216771,35.03364422,53.93616115,0.008517525,NA
20210420-1500-MifflinCCD,Hungry_Run,40.63556049,-77.56351721,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,20,Freestone,"6-Dframe_Composite,_200_subsample",43.7658,NA,20,8,5,3,5,5,12,4.54,2.34,11.3,3.4,12,14,11,15,12,11,14,16,7,10,7,9,138,8.4,<25_standardizations,43.77195475,41.99589573,38.59345527,20,5,5,4.536945813,2.338956358,11.33004926,203,15,1,0,1.05,2.176665589,12.5,200,15,3,2,4.61,2.176665589,19,200,20210420-1500-MifflinCCD_Waters,6.845501708,63.96726981,29.1450504,0.042178076,NA
20210421-0900-MifflinCCD,Hungry_Run,40.6478799,-77.54445162,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",53.4105,NA,24,10,7,3,5,8,15,4.28,2.6,24,6.9,13,15,9,14,15,11,12,16,10,15,13,11,154,5,<25_standardizations,52.724477,51.41156033,47.26304548,23,7,8,4.299019608,2.574969394,24.01960784,204,19,3,6,0.588235294,2.40581919,16.17647059,204,19,6,6,4.593137255,2.40581919,23.52941176,204,20210421-0900-MifflinCCD_Waters,5.037609551,61.15519978,33.80719067,0,NA
20210421-1000-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.64781453,-77.54507587,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",59.7213,NA,26,11,8,5,3,12,18,3.91,2.65,32.2,3.3,16,16,13,14,16,13,15,15,14,16,13,11,172,1.9,<25_standardizations,59.80365062,56.09345825,51.33629417,26,8,12,3.907317073,2.630311984,33.17073171,205,20,6,9,0.68627451,2.413406411,18.1372549,204,20,8,8,4.441176471,2.413406411,26.47058824,204,20210421-1000-MifflinCCD_Waters,3.436928702,73.41864717,23.14442413,0,NA
20210421-1115-MifflinCCD,Hungry_Run,40.65208965,-77.53522873,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",50.7358,NA,21,11,8,4,6,4,14,4.44,2.74,20.1,4.6,14,13,10,13,15,11,13,16,8,15,15,13,156,5,<25_standardizations,50.70873624,49.44524104,43.85169322,21,8,4,4.442922374,2.736632681,20.0913242,219,18,3,3,0.639269406,2.529082138,12.32876712,219,18,6,1,4.872146119,2.529082138,19.17808219,219,20210421-1115-MifflinCCD_Waters,4.824528999,62.77059475,32.40487625,0,NA
20210421-1230-MifflinCCD,Hungry_Run,40.65421154,-77.53153815,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",48.3181,NA,20,8,5,3,5,6,12,3.96,2.31,27,3.6,14,15,12,13,15,12,13,16,8,16,16,15,165,4.1,<25_standardizations,48.30497648,41.55737365,40.2973907,20,5,6,3.964285714,2.307861505,27.04081633,196,16,1,0,0.769230769,2.043742859,8.717948718,195,16,4,1,4.451282051,2.043742859,25.12820513,195,20210421-1230-MifflinCCD_Waters,4.116798234,64.86715898,31.01604278,0,NA
20210421-1345-MifflinCCD,Hungry_Run,40.65616906,-77.52876623,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",53.7053,NA,24,10,6,4,6,7,14,3.94,2.55,30.1,4.7,13,15,12,14,12,12,13,16,11,11,6,7,142,4.1,<25_standardizations,53.1544578,46.63082045,49.05866762,23,6,7,3.90052356,2.5191959,30.36649215,191,20,2,0,0.45212766,2.438366176,4.787234043,188,20,5,4,4.212765957,2.438366176,34.04255319,188,20210421-1345-MifflinCCD_Waters,3.955383955,65.55984556,30.48477048,0,NA
20210421-1445-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.66415674,-77.51852064,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,4,21,Freestone,"6-Dframe_Composite,_200_subsample",63.4601,NA,31,16,11,5,9,11,19,4.23,2.72,28.5,5.1,13,13,12,14,16,12,14,15,10,13,13,9,154,2.7,<25_standardizations,63.52574129,53.53762921,52.44475972,31,11,11,4.196261682,2.719198384,28.5046729,214,22,5,3,1.051401869,2.481966635,19.62616822,214,22,8,6,4.490654206,2.481966635,29.90654206,214,20210421-1445-MifflinCCD_Waters,2.393185506,83.43699297,14.16982153,0,NA
20210422-0627-mshank,Honey_Creek,40.76681127,-77.3703498,02050304,Lower_Juniata,0205030406,020503040603,Honey_Creek-Kishacoquillas_Creek,Mifflin,2021,4,22,Freestone,"6-Dframe_Composite,_200_subsample",93.776,NA,39,24,20,9,9,37,38,2.92,3.16,65.9,0.5,17,16,19,18,16,17,16,19,15,19,20,17,209,5.6,<25_standardizations,99.3938858,71.70656028,78.79956898,39,20,37,2.924170616,3.15575346,65.87677725,211,30,12,15,0.408653846,2.736296739,19.23076923,208,30,16,22,3.480769231,2.736296739,53.84615385,208,20210422-0627-mshank_Watershed_,7.782881002,91.54070981,0.592901879,0.083507307,NA
