STATIONID,STREAM_NAME,LAT,LONG,YEAR,MONTH,DAY,AREAsqmi,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,SIBI-AIBI,SIBI-RIBI,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,Impaired-0_Attaining-1,Urban,Forested,Agriculture,OpenWaterWetland_,INST_COVER,EPI_SUB,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,DESIGNATED_USE,IBI_Impairment_Threshold,Impaired-0_Attaining-1
20210524-0801-mshank,Bear_Run,40.89922405,-77.27127291,2021,5,24,3.3,85.73115274,57.18934456,66.71849528,-9.529150725,-28.54180818,19,9,17,4.216080402,2.591678797,26.63316583,199,19,12,20,3.477386935,2.591678797,47.2361809,199,1,3.252983852,96.58319682,0.163819331,0,19,20,28,15,32,2.745,2.8977361,65,200,20,19,20,19,20,18,19,20,20,18,232,HQ-CWF,63,1
20210524-1110-mshank,Greens_Valley_Stream,40.75672141,-77.58525657,2021,5,24,2.7,55.31178263,46.53661577,52.60750546,-6.070889686,-8.775166856,11,4,5,2.767676768,1.606006615,56.06060606,198,11,7,15,3.373737374,1.606006615,57.57575758,198,0,2.381274523,97.61872548,0,0,20,19,13,7,15,3.507537688,1.766615326,62.81407035,199,20,19,20,20,19,18,18,20,20,20,233,HQ-CWF,63,0
20210524-1130-jagrassi,Hunters_Run,41.15102858,-80.22868178,2021,5,24,7,46.49090145,43.38830144,42.47367269,0.914628747,-3.102600013,17,7,11,4.632075472,1.814352029,11.32075472,212,17,7,12,5.245283019,1.814352029,10.8490566,212,0,9.151372706,58.14872231,24.80872131,7.891183678,16,10,18,7,17,5.099056604,1.877402961,14.1509434,212,12,14,18,12,16,16,15,18,18,18,183,TSF ,50,0
20210525-0800-jagrassi,Neshannock_Creek,41.22426358,-80.2261173,2021,5,25,74.1,40.55055898,45.42696137,39.91380825,5.513153118,4.876402388,14,4,8,4.236714976,1.73485699,14.97584541,207,14,5,3,5.289855072,1.73485699,14.00966184,207,0,9.247761239,41.86313193,45.42553432,3.463572512,15,13,17,5,4,5.328502415,1.84682435,4.830917874,207,12,15,14,13,13,14,12,16,14,13,164,TSF ,50,0
20210525-0830-jagrassi,Cool_Spring_Creek,41.2236,-80.22515359,2021,5,25,50.8,54.24519848,41.85061465,47.2886288,-5.438014147,-12.39458383,14,5,6,5.261261261,1.783293768,11.26126126,222,14,7,6,4.707207207,1.783293768,19.36936937,222,1,10.74702978,50.04950361,35.63785059,3.565616015,16,14,17,8,11,4.554054054,2.117527427,12.16216216,222,14,16,13,13,12,14,14,15,14,13,168,TSF ,50,1
20210525-1000-jagrassi,Neshannock_Creek,41.15791042,-80.22501788,2021,5,25,153.6,67.68928134,50.54440316,59.74763912,-9.203235956,-17.14487818,15,5,6,4.603686636,1.913179527,34.56221198,217,15,8,6,3.557603687,1.913179527,48.84792627,217,1,11.22856053,47.34458212,37.82756,3.599297345,17,15,20,11,9,3.488479263,2.215654261,40.55299539,217,14,15,16,13,14,16,15,16,15,15,181,TSF ,50,1
20210525-1145-jeremmille,Stony_Creek,40.57578412,-76.06923614,2021,5,25,3.7,90.17046272,62.80210621,77.74021952,-14.93811331,-27.36835652,21,11,17,3.99078341,2.670234571,36.40552995,217,21,14,26,2.488479263,2.670234571,63.13364055,217,1,0,100,0,0,19,20,25,16,41,1.958525346,2.737954883,72.81105991,217,18,18,19,19,19,20,16,18,20,20,226,CWF ,50,1
20210601-0916-mshank,Laurel_Creek,40.7636875,-77.59393294,2021,6,1,2.5,92.92792908,56.4754186,70.26640546,-13.79098686,-36.45251048,21,10,14,4.344497608,2.556682014,22.48803828,209,21,13,22,3.23923445,2.556682014,49.76076555,209,1,5.60965574,91.33177891,0.384035112,2.674530243,19,19,29,18,36,2.397129187,2.806675777,74.64114833,209,17,19,20,17,20,19,19,20,20,19,228,HQ-CWF,63,1
20210603-1040-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.62128001,-75.58205458,2021,6,3,0.5,29.41746643,27.06686523,23.44135088,3.625514346,-2.350601204,11,2,3,5.253521127,1.466812565,0.704225352,142,11,1,4,7.007042254,1.466812565,2.816901408,142,0,0.657894737,69.73684211,26.97368421,2.631578947,11,11,14,1,4,5.382352941,1.688341876,1.960784314,204,14,11,16,11,18,13,13,16,11,12,157,TSF ,43,0
20210603-1155-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61754391,-75.58016501,2021,6,3,0.5,34.59557503,34.59427134,31.85366744,2.7406039,-0.00130369,14,4,6,5.357512953,1.891886557,4.14507772,193,14,3,6,6.264248705,1.891886557,4.14507772,193,0,45.16358464,18.77667141,35.84637269,0.213371266,14,16,15,3,7,5.709359606,1.99502395,4.433497537,203,15,11,15,15,19,14,16,16,14,13,178,TSF ,43,0
20210603-1240-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61648287,-75.57885841,2021,6,3,0.5,39.53096077,36.74078987,37.6603695,-0.919579634,-2.790170904,13,4,8,4.989690722,1.805682695,11.8556701,194,13,5,9,5.231958763,1.805682695,12.37113402,194,0,46.14220877,18.15431165,35.47655068,0.226928896,10,10,14,5,11,5.121827411,1.857021613,12.18274112,197,15,12,13,12,18,10,12,12,12,11,147,TSF ,43,0
20210603-1320-tdaley,Unnamed__Tributary_to_Jordan_Creek,40.61668605,-75.57908686,2021,6,3,0.5,19.39842238,20.80402003,16.33472846,4.469291575,1.405597655,7,0,0,5.300970874,1.306185625,0,206,7,0,0,7.475728155,1.306185625,0,206,0,46.11906556,18.31198191,35.34287867,0.226073851,13,14,8,0,0,6.299516908,1.330456706,0,207,15,13,20,12,18,14,17,18,14,15,183,TSF ,43,0
20210608-1040-recope,Curls_Run,40.32011609,-74.9816104,2021,6,8,1.9,15.96410926,17.44214424,15.9438622,1.49828204,1.47803498,5,0,0,5.197044335,0.865971269,0,203,5,0,0,5.926108374,0.865971269,0,203,0,11.73556868,24.89998095,62.16422176,1.200228615,12,9,5,0,0,5.916256158,0.865971269,0,203,9,12,14,8,12,10,10,14,18,18,146,WWF,43,0
20210608-1230-recope,Curls_Run,40.3123035,-74.98982226,2021,6,8,0.9,32.78424945,35.01288071,30.63064865,4.382232057,2.228631257,13,3,5,5.869565217,1.992067209,17.87439614,207,13,3,0,5.265700483,1.992067209,0.483091787,207,0,18.92732219,32.76331131,45.86086281,2.448503692,10,9,15,3,2,5.253588517,2.033650626,0.4784689,209,12,12,16,12,13,10,12,14,17,17,154,WWF,43,0
20210701-1015-jeremmille,Kettle_Run,40.23600126,-76.34023105,2021,7,1,0.9,74.21602071,58.60130946,64.31133249,-5.710023028,-15.61471125,21,8,9,3.3507109,2.405443866,47.39336493,211,21,9,16,2.947867299,2.405443866,52.13270142,211,1,0.731895223,99.19106317,0.077041602,0,16,18,26,10,25,2.661904762,2.525089157,58.57142857,210,16,16,17,15,17,11,15,17,17,17,192,HQ-CWF,63,1
20210701-1215-jeremmille,Stony_Creek,40.57580855,-76.06919755,2021,7,1,3.7,90.80885692,67.2469786,73.14760369,-5.900625088,-23.56187832,20,11,17,2.65258216,2.198292522,61.50234742,213,20,13,23,2.14084507,2.198292522,63.84976526,213,1,0,100,0,0,19,19,26,17,39,1.492957746,2.396853563,78.40375587,213,18,18,20,16,18,16,16,18,17,19,214,CWF ,43,1
20210715-1345-tdaley,Unnamed__Tributary_to_Panther_Creek,40.81882266,-75.91753841,2021,7,15,1.1,70.2733778,56.9152609,64.90004714,-7.984786238,-13.3581169,17,7,8,2.711229947,2.184790624,55.61497326,187,17,8,17,1.994652406,2.184790624,64.17112299,187,1,2.897130861,87.66969909,8.271518544,1.161651505,11,11,22,8,17,2.047120419,2.365379019,73.82198953,191,13,8,15,10,16,9,13,16,15,15,152,CWF,43,1
20210726-1145-jeremmille,Stony_Creek,40.57568369,-76.06939005,2021,7,26,3.7,75.54313997,63.27464605,59.58854086,3.686105185,-12.26849392,18,8,11,2.792270531,2.047625128,60.38647343,207,18,9,18,2.367149758,2.047625128,59.90338164,207,1,0,100,0,0,19,19,21,11,28,1.830917874,2.1610453,69.0821256,207,18,20,19,18,20,9,15,18,19,20,214,CWF ,43,1
20210726-1330-jeremmille,Kettle_Run,40.23613718,-76.3404554,2021,7,26,0.9,77.7295349,60.56081012,69.07222362,-8.511413502,-17.16872478,19,8,12,3.201923077,2.353277013,55.76923077,208,19,9,18,2.105769231,2.353277013,69.71153846,208,1,0.695786625,99.22690375,0.077309625,0,17,18,21,10,26,1.54589372,2.400296304,82.60869565,207,13,15,17,15,18,7,14,16,16,18,184,HQ-CWF,63,1
20210802-1005-drebuck,West_Branch_Susquehanna_River,40.89493564,-78.67645394,2021,8,2,302,65.63495062,45.52301924,53.09050727,-7.567488027,-20.11193138,16,5,3,5.190954774,2.383392569,16.08040201,199,16,6,3,4.407035176,2.383392569,34.67336683,199,1,11.51832461,43.45549738,42.93193717,2.094240838,16,13,25,8,7,4.169014085,2.747445369,34.27230047,213,14,18,15,13,9,16,12,10,15,15,166,WWF,43,1
20210806-1020-drebuck,Black_Run,41.14014464,-76.89953094,2021,8,6,5.6,39.27785925,29.98846507,32.47217152,-2.483706446,-9.289394176,15,2,0,6.158653846,2.027591334,4.807692308,208,15,4,0,5.480769231,2.027591334,1.442307692,208,0,10.07121662,50.8189911,34.09495549,5.014836795,16,14,20,4,4,5.305555556,2.166037383,8.333333333,216,9,13,18,7,13,8,12,17,19,19,165,cwf,43,0
20210806-1250-drebuck,Black_Run,41.13779644,-76.90737319,2021,8,6,5.4,39.10702212,35.53057306,33.13919311,2.391379951,-3.576449059,17,4,3,5.534562212,2.018311974,5.99078341,217,17,4,0,5.571428571,2.018311974,0.921658986,217,0,10.27517198,50.76923077,33.6710444,5.284552846,14,13,21,4,6,5.493150685,2.093187003,4.566210046,219,11,12,14,10,13,9,10,17,12,13,148,WWF,43,0
20210806-1425-drebuck,Black_Run,41.13801002,-76.91079101,2021,8,6,4.8,43.73253341,32.16624232,35.95752008,-3.791277765,-11.56629109,19,2,0,5.96713615,2.070363154,2.34741784,213,19,3,1,5.258215962,2.070363154,7.511737089,213,1,8.830353487,52.69550976,32.71461717,5.759519585,15,16,25,5,6,5.154205607,2.187511674,7.009345794,214,13,14,13,13,15,9,14,11,11,7,151,WWF,43,1
20210811-1130-ebendick,Jones_Mill_Run,40.00401148,-79.24174857,2021,8,11,4.8,86.26770719,30.62047923,34.67220087,-4.051721639,-55.64722796,17,2,0,6.076190476,2.015766649,2.380952381,210,17,3,1,5.247619048,2.015766649,7.619047619,210,1,8.407337313,91.54170913,0.00727908,0.04367448,19,17,31,17,40,3.186915888,2.602975574,50,214,17,16,19,14,19,13,16,17,18,18,203,EV,63,1
20210825-1100-jagrassi,Clarion_River,41.48524751,-78.67733669,2021,8,25,203.8,50.73422778,34.39988149,40.73641087,-6.336529378,-16.33434629,15,3,3,5.822335025,1.808447176,1.52284264,197,15,5,3,5.106598985,1.808447176,11.6751269,197,1,4.147016109,88.82633782,4.146331867,2.880314204,18,17,18,6,8,4.406091371,1.99968732,14.72081218,197,15,17,15,15,17,18,18,17,17,17,201,CWF,43,1
20210825-1230-jagrassi,Clarion_River,41.48356691,-78.67583429,2021,8,25,203.8,45.61526737,30.51609166,38.25276338,-7.736671713,-15.09917571,13,2,0,5.450777202,1.763218475,1.03626943,193,13,4,3,5.336787565,1.763218475,13.47150259,193,1,4.155188599,88.81501887,4.14732281,2.882469721,17,17,17,5,5,4.870466321,1.960295065,15.02590674,193,11,16,12,13,17,17,12,14,14,13,173,CWF,43,1
20210826-1000-jagrassi,Clarion_River,41.48102339,-78.67390697,2021,8,26,203.8,32.1811738,26.34171838,25.87138502,0.470333352,-5.839455424,10,2,0,5.429864253,1.340095987,0.452488688,221,10,2,1,6.036199095,1.340095987,1.357466063,221,0,4.206698538,88.75981902,4.147259215,2.886223229,18,18,13,3,3,5.547511312,1.428622996,3.167420814,221,15,18,19,18,18,18,18,19,18,18,215,CWF,43,0
20210826-1100-jagrassi,Clarion_River,41.4793382,-78.67310206,2021,8,26,203.8,35.58365472,26.55818822,27.9695369,-1.411348674,-9.025466498,10,1,0,5.281553398,1.514362759,0,206,10,3,1,6.383495146,1.514362759,4.854368932,206,0,4.21349226,88.75075778,4.148088696,2.887661268,17,14,14,4,3,5.524271845,1.638768623,5.339805825,206,15,17,19,17,15,17,18,19,18,18,204,CWF,43,0
20210831-1015-jeremmille,Kettle_Run,40.23612877,-76.34042302,2021,8,31,0.9,84.96220367,64.05171115,70.74396704,-6.692255889,-20.91049251,23,11,15,4.026041667,2.801993611,38.54166667,192,23,12,17,3.072916667,2.801993611,53.64583333,192,1,0.731895223,99.19106317,0.077041602,0,17,17,29,14,28,2.37628866,2.909393839,68.04123711,194,15,13,16,15,17,14,13,16,16,17,186,HQ-CWF,63,1
20210831-1230-jeremmille,Stony_Creek,40.5756941,-76.06937479,2021,8,31,3.7,77.34144124,52.08301522,63.75097826,-11.66796304,-25.25842602,17,8,15,4.848039216,2.285452197,30.39215686,204,17,8,15,2.416666667,2.285452197,64.21568627,204,1,0,100,0,0,18,18,21,10,27,1.697560976,2.445792502,77.07317073,205,16,17,20,15,19,11,14,19,20,20,207,CWF ,43,1
20210930-0945-jeremmille,Kettle_Run,40.2361551,-76.34052767,2021,9,30,0.9,79.28351598,52.37269232,61.40427574,-9.031583416,-26.91082366,19,8,12,4.745945946,2.666757733,21.08108108,185,19,10,12,3.383783784,2.666757733,43.78378378,185,1,0.696594427,99.22600619,0.077399381,0,17,17,25,14,23,2.475675676,2.787667005,63.78378378,185,14,15,16,14,19,16,14,16,17,17,192,HQ-CWF,63,1
20210930-1130-jeremmille,Stony_Creek,40.57577093,-76.06925704,2021,9,30,3.7,84.22074486,60.94490614,71.24084046,-10.29593433,-23.27583873,21,10,21,4.373271889,2.257911157,38.70967742,217,21,12,18,2.230414747,2.257911157,66.359447,217,1,0,100,0,0,17,19,24,14,33,1.539170507,2.316477098,76.95852535,217,18,20,13,15,20,17,10,14,18,20,201,CWF ,43,1
20211005-1015-jlorson,Spruce_Run,40.07588441,-79.52362023,2021,10,5,2.5,67.50529084,37.31789057,55.46626483,-18.14837426,-30.18740027,18,5,3,6.211055276,2.205999409,9.547738693,199,18,8,10,3.24120603,2.205999409,41.70854271,199,1,4.680409698,86.02359653,9.295993777,0,17,17,27,9,18,2.985074627,2.528275131,45.27363184,201,16,15,16,13,19,17,17,18,18,5,188,WWF,43,1
20211005-1100-jlorson,Spruce_Run,40.07808253,-79.51868687,2021,10,5,2.5,65.57400262,41.18587094,45.95848419,-4.772613252,-24.38813168,18,6,9,5.41025641,1.926537206,11.28205128,195,18,7,11,4.138461538,1.926537206,13.33333333,195,1,3.592262819,86.24501075,10.16272644,0,19,18,24,8,19,2.943589744,2.244709646,53.33333333,195,16,18,18,13,17,15,12,15,18,16,195,WWF,43,1
20211012-1015-jlorson,Spruce_Run,40.07599608,-79.52333826,2021,10,12,2.5,65.77251027,42.251684,54.44910712,-12.19742312,-23.52082627,20,6,6,5.843137255,2.29820675,11.76470588,204,20,9,8,3.779411765,2.29820675,34.31372549,204,1,4.655686681,86.04590844,9.298404876,0,18,17,26,11,18,3.420289855,2.443349915,37.19806763,207,16,15,16,13,19,17,17,18,18,8,192,WWF,43,1
20211012-1100-jlorson,Spruce_Run,40.07813381,-79.51839763,2021,10,12,2.5,84.43013621,56.75473813,66.7620778,-10.00733967,-27.67539808,23,10,18,5.158653846,2.446225414,21.63461538,208,23,12,15,2.855769231,2.446225414,46.15384615,208,1,3.58682266,86.22229064,10.1908867,0,18,18,28,14,28,1.894230769,2.596288016,70.67307692,208,16,18,18,13,17,15,12,15,18,16,194,WWF,43,1
20211025-1120-jlorson,Spruce_Run,40.07603218,-79.52331144,2021,10,25,2.5,71.07827726,53.88924106,63.66134947,-9.772108409,-17.1890362,18,7,9,3.879069767,2.302260945,44.18604651,215,18,11,13,3.158139535,2.302260945,59.53488372,215,1,4.655686681,86.04590844,9.298404876,0,17,17,23,11,20,2.948837209,2.462307645,61.86046512,215,16,15,13,19,17,17,18,18,12,7,186,WWF,43,1
20211104-1116-slott,Spruce_Run,40.07594426,-79.52345629,2021,11,4,2.5,65.3066631,53.75993394,57.2860389,-3.526104958,-11.54672916,16,5,12,3.128712871,1.966741094,52.97029703,202,16,8,10,3.311881188,1.966741094,63.86138614,202,1,4.668049793,86.03475104,9.29719917,0,17,17,21,10,16,3.18226601,2.222091857,60.591133,203,16,15,13,19,17,17,18,18,12,7,186,WWF,63,1
20211116-0945-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.39871178,-76.48284546,2021,11,16,5.2,65.28805434,43.64433354,52.05235745,-8.408023905,-21.6437208,18,5,8,5.144186047,2.421435794,13.02325581,215,18,8,2,4.088372093,2.421435794,44.65116279,215,1,19.29387331,25.60747664,53.95638629,1.142263759,16,12,26,12,9,3.734883721,2.667030648,46.97674419,215,13,16,12,11,14,18,10,15,10,6,153,WWF,63,1
20211116-1015-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.38896847,-76.47833175,2021,11,16,3.6,66.10051365,51.08664859,56.01775267,-4.931104076,-15.01386506,20,7,12,4.845,2.564531153,20.5,200,20,11,6,4.36,2.564531153,36,200,1,21.19120402,28.429149,49.01883443,1.360812543,16,15,25,13,13,4.065,2.76024204,41,200,10,16,15,9,14,18,11,15,9,8,156,WWF,63,1
20211116-1045-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.38006599,-76.47798262,2021,11,16,0.6,44.12387302,34.61029986,37.85510958,-3.244809724,-9.513573164,15,6,3,5.897435897,1.803051527,7.692307692,195,15,7,6,5.287179487,1.803051527,6.666666667,195,0,14.29353779,28.42278204,57.28368018,0,2,3,21,6,7,4.953846154,2.160271125,11.28205128,195,2,10,13,2,5,15,10,14,12,11,99,WWF,63,0
20211116-1115-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.36822054,-76.45639935,2021,11,16,0.7,33.78826574,28.85893464,29.68327027,-0.824335626,-4.929331096,10,2,0,5.834146341,1.704499427,18.04878049,205,10,3,3,5.048780488,1.704499427,2.926829268,205,0,33.5198657,8.170117515,57.86233912,0.447677672,4,7,13,3,3,4.731707317,2.004079825,3.902439024,205,6,13,15,4,6,15,10,15,11,10,116,WWF,63,0
20211116-1130-jeremmille,Stony_Creek,40.5758948,-76.06906131,2021,11,16,3.7,88.0513863,60.17967692,69.93363669,-9.753959772,-27.87170938,20,9,18,3.942528736,2.619646824,33.33333333,174,20,12,19,2.896551724,2.619646824,56.32183908,174,1,0,100,0,0,19,18,23,14,36,1.557471264,2.677285067,81.6091954,174,18,20,15,18,20,20,16,16,18,20,218,CWF ,63,1
20211116-1330-jeremmille,Kettle_Run,40.23616297,-76.34055933,2021,11,16,0.9,94.21874352,68.02437863,75.87858676,-7.854208131,-26.19436489,24,12,24,0.657894737,2.573838218,33.68421053,190,24,16,21,2.889473684,2.573838218,55.26315789,190,1,0.697404107,99.22510655,0.077489345,0,17,17,30,19,36,2.177083333,2.683613199,75.52083333,192,14,15,16,15,19,18,17,19,16,17,200,HQ-CWF,63,1
20211117-0845-ablascovic,Little_Swatara_Creek,40.40773122,-76.47505341,2021,11,17,86,56.6950263,49.83422028,51.41649866,-1.582278382,-6.860806021,17,6,12,5.43877551,2.058012487,9.693877551,196,17,9,3,4.780612245,2.058012487,24.48979592,196,0,14.04418947,26.89475919,57.79080243,1.270248907,10,8,19,10,5,4.428571429,2.261303556,22.95918367,196,10,18,15,13,14,16,13,15,13,9,154,WWF,63,0
20211117-0920-ablascovic,Little_Swatara_Creek,40.41292788,-76.45026481,2021,11,17,84.7,58.69348257,40.19471244,48.48745613,-8.292743692,-18.49877013,16,5,9,5.48989899,2.302219952,5.555555556,198,16,8,2,4.585858586,2.302219952,40.4040404,198,0,13.70742,27.1466,57.91578,1.230203,19,19,23,11,7,4.412060302,2.59861074,39.1959799,199,7,18,11,12,16,19,10,11,15,15,172,WWF,63,0
20211117-1045-ablascovic,Little_Swatara_Creek,40.4110278,-76.41887746,2021,11,17,73.7,59.43623801,42.48311335,49.93157245,-7.4484591,-16.95312466,22,5,8,5.63255814,2.315349423,5.11627907,215,22,9,2,4.711627907,2.315349423,28.8372093,215,0,12.51963015,28.70889687,57.52315557,1.248317416,14,14,27,11,8,4.37962963,2.647824232,28.7037037,216,13,17,15,13,14,17,7,11,6,9,150,WWF,63,0
20211117-1130-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.40072042,-76.4201315,2021,11,17,1.9,48.72878132,42.62094433,39.7306529,2.890291432,-6.107836988,17,5,6,5.360189573,2.246057111,22.27488152,211,17,7,1,5.052132701,2.246057111,6.63507109,211,0,12.15295096,30.04156276,56.159601,1.645885287,16,16,21,8,7,4.739336493,2.458361976,14.69194313,211,9,11,8,14,17,16,12,14,13,11,157,CWF,63,0
20211117-1200-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.39949086,-76.41420152,2021,11,17,3.8,66.67733074,56.93058037,59.47655009,-2.545969727,-9.746750375,24,9,14,4.907216495,2.664906958,24.22680412,194,24,13,4,4.329896907,2.664906958,35.56701031,194,1,15.69044611,14.50036567,69.10444784,0.704740376,13,15,29,15,9,4.231958763,2.877952437,32.4742268,194,8,11,12,8,15,16,10,16,16,13,153,CWF,63,1
20211118-1230-tdaley,Meshoppen_Creek,41.61380827,-76.04771311,2021,11,18,92.8,79.77943385,53.17032942,65.02993423,-11.85960481,-26.60910443,23,5,9,4.945812808,2.288184493,13.30049261,203,23,8,2,4.019704433,2.288184493,60.591133,203,1,7.913592584,51.57928628,36.52936692,3.977754221,15,16,29,12,10,3.926829268,2.518694411,59.51219512,205,17,15,13,16,19,15,15,10,10,11,172,CWF,63,1
20211118-1305-tdaley,Little_Meshoppen_Creek,41.6147867,-76.04786002,2021,11,18,12.5,76.33588367,63.17950357,69.62542659,-6.44592302,-13.1563801,23,10,15,2.75257732,1.913600643,51.54639175,194,23,14,12,3.206185567,1.913600643,77.83505155,194,1,8.887492143,47.15273413,40.23884349,3.720930233,16,16,27,14,19,2.923469388,1.997908838,80.6122449,196,16,16,14,16,19,16,16,13,11,11,180,CWF,63,1
20211118-1315-tdaley,White_Creek,41.63192835,-76.0012146,2021,11,18,22.4,70.56829392,52.25726143,62.01584782,-9.75858639,-18.31103249,24,9,9,4.78974359,2.462414351,16.41025641,195,24,12,9,4.225641026,2.462414351,46.66666667,195,1,7.420790157,51.9096963,37.91023382,2.75927972,16,18,29,14,16,4.147208122,2.588438835,48.22335025,197,17,16,16,17,19,15,7,6,17,16,180,CWF,63,1
20211118-1350-tdaley,Meshoppen_Creek,41.61134823,-75.98184905,2021,11,18,48.2,67.29838383,48.27854681,55.55730805,-7.278761243,-19.01983702,18,7,9,4.875,2.509286302,20,200,18,9,4,4.095,2.509286302,51,200,1,14.74878444,57.86061588,21.23176661,6.158833063,17,17,24,12,13,3.815920398,2.701083242,53.23383085,201,16,18,20,15,18,16,13,13,16,16,195,CWF,63,1
20211118-1440-tdaley,Riley_Creek,41.63241751,-76.00336037,2021,11,18,16.8,69.27081454,58.48588205,63.84942394,-5.363541887,-10.78493249,23,8,14,3.849514563,2.449431959,34.46601942,206,23,11,9,3.922330097,2.449431959,60.19417476,206,1,6.608882001,52.31042994,37.45479594,3.625892123,16,16,25,12,15,3.723300971,2.517685989,60.67961165,206,17,16,16,17,18,15,15,17,14,13,190,CWF,63,1
20211122-1230-smeans,Slate_Run,41.47099382,-77.5067957,2021,11,22,45.1,85.69345527,46.19947242,72.55316109,-26.35368867,-39.49398285,19,7,9,4.746478873,2.331975537,10.79812207,213,19,13,20,2.55399061,2.331975537,70.42253521,213,1,3.230343591,95.38555465,0.360129214,1.02397255,20,17,23,17,26,1.666666667,2.475874118,90.61032864,213,20,20,20,18,19,20,19,16,20,20,229,EV,63,1
20211123-0952-dushull,Toms_Run,40.03387717,-77.30410189,2021,11,23,3.9,97.7164986,61.40698187,76.64543235,-15.23845048,-36.30951672,25,12,15,4.638497653,2.686697337,25.35211268,213,25,16,26,3.441314554,2.686697337,47.88732394,213,1,3.706469984,96.0694613,0,0.224068714,16,13,34,19,40,2.390697674,3.046137479,78.13953488,215,13,16,15,16,16,20,17,20,17,17,196,HQ-CWF,63,1
20211123-1124-dushull,Birch_Run,39.95122314,-77.44321851,2021,11,23,3.5,79.4421768,65.70153245,69.49487441,-3.793341962,-13.74064435,19,13,17,3.196969697,2.146150899,54.54545455,198,19,12,18,2.494949495,2.146150899,68.68686869,198,1,5.199727865,94.5572942,0.165224998,0.07775294,19,20,23,13,26,2.065326633,2.358863371,75.87939698,199,15,16,20,18,20,20,20,20,18,18,224,HQ-CWF,63,1
20211123-1210-dushull,Knob_Run,39.95129961,-77.44426116,2021,11,23,1.2,78.3205444,72.30233529,75.68323905,-3.380903759,-6.018209108,20,14,20,2.747663551,2.30515337,64.95327103,214,20,14,19,2.144859813,2.30515337,78.03738318,214,1,0.059136606,99.94086339,0,0,20,20,21,15,20,1.98156682,2.346202041,79.26267281,217,17,20,20,18,20,20,20,20,19,20,234,HQ-CWF,63,1
20211123-1455-tdaley,White_Creek,41.67989893,-75.95317071,2021,11,23,14,64.94931761,49.24450889,58.17417675,-8.929667856,-15.70480872,22,9,11,4.906735751,2.249250894,9.32642487,193,22,13,7,4.398963731,2.249250894,40.41450777,193,1,7.509796425,50.44681258,38.877473,3.165917997,16,18,24,15,12,4.093264249,2.295526263,45.07772021,193,17,16,16,17,19,15,15,16,14,14,193,CWF,63,1
20211129-1000-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.26649152,-75.73542412,2021,11,29,1.9,52.88524932,50.19692837,45.80773069,4.389197683,-2.688320947,15,3,5,2.1,1.612775405,61.66666667,180,15,4,1,4.022222222,1.612775405,63.88888889,180,0,55.01466276,22.54154448,22.20918866,0.234604106,9,8,18,5,3,3.172222222,1.966471578,63.88888889,180,5,16,13,8,10,9,4,9,16,15,122,WWF,63,0
20211129-1100-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.25164963,-75.72305976,2021,11,29,2.7,55.17589019,49.91836949,43.92289049,5.995478999,-5.257520701,11,4,7,1.013888889,0.912885292,80.09259259,216,11,4,1,3.615740741,0.912885292,81.01851852,216,0,29.08163265,40.22959184,29.33673469,1.352040816,11,9,15,6,6,2.300925926,1.3248551,81.94444444,216,10,16,14,10,11,8,10,10,16,11,136,WWF,63,0
20211129-1200-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.24726363,-75.72161409,2021,11,29,4.8,70.11345873,66.06025425,59.88759249,6.172661761,-4.053204479,21,9,16,1.832432432,1.734903056,69.18918919,185,21,10,4,3.583783784,1.734903056,78.37837838,185,1,56.81818182,15.90909091,23.76033058,3.512396694,16,16,28,13,11,3.467741935,1.841520392,79.03225806,186,16,16,16,14,16,15,9,14,15,14,177,EV,63,1
